Student_ID,Student_Name,Branch,CGPA,Skills,Company,Salary_LPA,Placement_Status,Year
STU0574,Student 0574,ECE,7.17,"SQL, Data Analysis",Not Placed,0.0,Not Placed,2024
STU0575,Student 0575,ME,6.67,"Data Analysis, React",Accenture,7.83,Placed,2026
STU0576,Student 0576,ISE,5.96,"React, Java, AWS",Wipro,6.64,Placed,2025
STU0577,Student 0577,ME,6.75,"Python, Excel, C++, Java",Not Placed,0.0,Not Placed,2026
STU0578,Student 0578,ME,9.75,"Excel, Data Analysis, JavaScript",Cognizant,5.92,Placed,2022
STU0579,Student 0579,ECE,8.76,"Data Analysis, AWS",Accenture,8.75,Placed,2022
STU0580,Student 0580,ME,6.57,"AutoCAD, JavaScript",Wipro,7.17,Placed,2026
STU0581,Student 0581,CIVIL,7.26,"C++, AWS",Capgemini,6.62,Placed,2023
STU0582,Student 0582,EEE,8.41,C++,IBM,5.79,Placed,2025
STU0583,Student 0583,EEE,7.91,"AWS, SQL, Data Analysis, Machine Learning",Amazon,11.52,Placed,2024
STU0584,Student 0584,EEE,5.88,"AutoCAD, Data Analysis, SQL, Excel",Not Placed,0.0,Not Placed,2023
STU0585,Student 0585,ISE,9.42,"SQL, AWS, Python",Accenture,10.08,Placed,2025
STU0586,Student 0586,ME,7.54,"Data Analysis, React, AutoCAD, AWS",Tech Mahindra,7.27,Placed,2023
STU0587,Student 0587,ECE,8.63,C++,Bosch,11.69,Placed,2025
STU0588,Student 0588,ISE,9.37,"AutoCAD, JavaScript",Amazon,25.21,Placed,2024
STU0589,Student 0589,ISE,9.28,JavaScript,Not Placed,0.0,Not Placed,2023
STU0590,Student 0590,CIVIL,7.85,JavaScript,Not Placed,0.0,Not Placed,2022
STU0591,Student 0591,CIVIL,6.4,"Python, Java, Excel, React",Tech Mahindra,5.36,Placed,2023
STU0592,Student 0592,CIVIL,9.42,"Machine Learning, React",L&T,6.51,Placed,2022
STU0593,Student 0593,ME,6.95,"AutoCAD, AWS, Machine Learning",Not Placed,0.0,Not Placed,2022
STU0594,Student 0594,EEE,7.11,React,TCS,6.47,Placed,2024
STU0595,Student 0595,CSE,6.31,"SQL, Excel, React, JavaScript",Not Placed,0.0,Not Placed,2023
STU0596,Student 0596,ISE,7.69,"Data Analysis, AutoCAD, Machine Learning",Wipro,4.64,Placed,2022
STU0597,Student 0597,ME,6.65,"Data Analysis, AutoCAD, Excel",Not Placed,0.0,Not Placed,2024
STU0598,Student 0598,EEE,8.55,"AutoCAD, SQL, JavaScript, Data Analysis",IBM,7.92,Placed,2024
STU0599,Student 0599,ME,6.79,"React, Machine Learning",Accenture,9.63,Placed,2024
STU0600,Student 0600,ISE,7.81,"Python, React, Data Analysis, Excel",Oracle,11.56,Placed,2026
STU0601,Student 0601,ISE,5.54,"C++, JavaScript",Google,20.22,Placed,2024
STU0602,Student 0602,CSE,8.14,React,Not Placed,0.0,Not Placed,2026
STU0603,Student 0603,CIVIL,6.18,React,Not Placed,0.0,Not Placed,2024
STU0604,Student 0604,CIVIL,8.45,"AutoCAD, React, JavaScript, Python",TCS,6.92,Placed,2025
STU0605,Student 0605,CIVIL,9.75,"React, JavaScript, Java",Infosys,4.69,Placed,2024
STU0606,Student 0606,EEE,8.4,"Excel, AWS, Python, SQL",Capgemini,6.41,Placed,2024
STU0607,Student 0607,EEE,8.28,"Python, React, Excel",IBM,5.66,Placed,2024
STU0608,Student 0608,ME,7.16,Python,Accenture,7.57,Placed,2024
STU0609,Student 0609,ECE,8.78,"C++, Data Analysis, Excel, AutoCAD",L&T,5.56,Placed,2023
STU0610,Student 0610,CIVIL,6.34,Excel,Oracle,17.46,Placed,2023
STU0611,Student 0611,CSE,9.61,"Java, React, Excel, JavaScript",Deloitte,11.68,Placed,2026
STU0612,Student 0612,CSE,9.21,"Machine Learning, AutoCAD, Python",Not Placed,0.0,Not Placed,2024
STU0613,Student 0613,CSE,7.13,"Machine Learning, Python, SQL, AWS",Wipro,7.57,Placed,2024
STU0614,Student 0614,CIVIL,5.52,"AutoCAD, Machine Learning",Not Placed,0.0,Not Placed,2023
STU0615,Student 0615,CSE,8.56,"SQL, AWS, Data Analysis",Capgemini,7.26,Placed,2026
STU0616,Student 0616,CSE,7.39,Excel,Oracle,8.99,Placed,2022
STU0617,Student 0617,ECE,7.32,"AWS, Python, C++, Machine Learning",Not Placed,0.0,Not Placed,2023
STU0618,Student 0618,ME,6.05,Python,Bosch,5.31,Placed,2025
STU0619,Student 0619,CSE,9.02,"AWS, React",Google,25.86,Placed,2022
STU0620,Student 0620,CIVIL,6.47,"React, JavaScript, AutoCAD, C++",Not Placed,0.0,Not Placed,2023
STU0621,Student 0621,CIVIL,7.94,"C++, AutoCAD",Amazon,17.95,Placed,2026
STU0622,Student 0622,CIVIL,7.14,"Data Analysis, Java, C++",Not Placed,0.0,Not Placed,2022
STU0623,Student 0623,CSE,8.24,"AWS, Java, Data Analysis",Not Placed,0.0,Not Placed,2023
STU0624,Student 0624,ISE,8.34,"AutoCAD, Machine Learning",Not Placed,0.0,Not Placed,2022
STU0625,Student 0625,ISE,7.87,"AutoCAD, Python, React, JavaScript",Not Placed,0.0,Not Placed,2026
STU0626,Student 0626,ECE,5.95,"AWS, C++, JavaScript",Not Placed,0.0,Not Placed,2023
STU0627,Student 0627,CSE,6.62,"Java, React, C++",Not Placed,0.0,Not Placed,2022
STU0628,Student 0628,CIVIL,9.47,"Java, Data Analysis",Bosch,11.97,Placed,2025
STU0629,Student 0629,EEE,7.57,Python,Microsoft,32.36,Placed,2023
STU0630,Student 0630,EEE,8.42,"Data Analysis, Machine Learning, Java, JavaScript",Oracle,11.65,Placed,2025
STU0631,Student 0631,CSE,8.51,"Machine Learning, Python",Accenture,7.02,Placed,2025
STU0632,Student 0632,CSE,7.48,"React, Data Analysis, C++, AWS",Cognizant,6.94,Placed,2025
STU0633,Student 0633,CIVIL,5.57,Java,Not Placed,0.0,Not Placed,2022
STU0634,Student 0634,ME,8.45,"Excel, SQL",Not Placed,0.0,Not Placed,2025
STU0635,Student 0635,EEE,8.7,C++,L&T,5.64,Placed,2023
STU0636,Student 0636,CIVIL,7.83,"Java, Data Analysis, Python, C++",Microsoft,18.77,Placed,2023
STU0637,Student 0637,CIVIL,9.64,Machine Learning,Amazon,21.53,Placed,2023
STU0638,Student 0638,CIVIL,7.39,"SQL, C++, Java",Oracle,10.74,Placed,2022
STU0639,Student 0639,EEE,7.47,"SQL, Java, Data Analysis, AWS",Cognizant,6.55,Placed,2022
STU0640,Student 0640,ISE,6.65,"React, Excel, Java",Microsoft,15.45,Placed,2022
STU0641,Student 0641,CIVIL,8.56,"JavaScript, Java, Excel, Python",Not Placed,0.0,Not Placed,2023
STU0642,Student 0642,ME,5.62,"SQL, C++, Data Analysis, Excel",Not Placed,0.0,Not Placed,2026
STU0643,Student 0643,ISE,7.96,"Data Analysis, React, Java",Tech Mahindra,7.42,Placed,2024
STU0644,Student 0644,ISE,6.71,"SQL, JavaScript, AutoCAD, Excel",Accenture,8.18,Placed,2025
STU0645,Student 0645,CSE,6.64,"Excel, JavaScript, Machine Learning, Python",Not Placed,0.0,Not Placed,2025
STU0646,Student 0646,ECE,6.14,"Data Analysis, Machine Learning",Deloitte,6.41,Placed,2025
STU0647,Student 0647,CSE,9.51,C++,Amazon,19.36,Placed,2026
STU0648,Student 0648,ISE,5.77,"AWS, Java, React, JavaScript",Not Placed,0.0,Not Placed,2026
STU0649,Student 0649,CSE,6.25,"Python, SQL",Not Placed,0.0,Not Placed,2022
STU0650,Student 0650,ECE,8.8,"JavaScript, C++, SQL, Data Analysis",Microsoft,26.55,Placed,2026
STU0651,Student 0651,EEE,7.92,"Python, SQL, AWS",Not Placed,0.0,Not Placed,2024
STU0652,Student 0652,CIVIL,9.8,"AutoCAD, Excel, AWS, JavaScript",Not Placed,0.0,Not Placed,2022
STU0653,Student 0653,CSE,6.57,"AutoCAD, Python, C++",Not Placed,0.0,Not Placed,2025
STU0654,Student 0654,ECE,8.14,"Python, Excel",Not Placed,0.0,Not Placed,2025
STU0655,Student 0655,CIVIL,6.13,"SQL, C++",Infosys,8.49,Placed,2025
STU0656,Student 0656,ISE,6.34,"SQL, Java, Machine Learning, Data Analysis",Not Placed,0.0,Not Placed,2022
STU0657,Student 0657,ECE,6.06,"C++, AutoCAD",Not Placed,0.0,Not Placed,2026
STU0658,Student 0658,ME,9.82,"Python, AutoCAD, AWS, Machine Learning",IBM,7.84,Placed,2022
STU0659,Student 0659,CIVIL,5.97,"React, Excel, Machine Learning",Not Placed,0.0,Not Placed,2025
STU0660,Student 0660,ISE,8.99,"AWS, Java, C++",TCS,6.73,Placed,2025
STU0661,Student 0661,EEE,7.37,"AutoCAD, AWS",Not Placed,0.0,Not Placed,2024
STU0662,Student 0662,ME,7.45,Java,Oracle,13.31,Placed,2023
STU0663,Student 0663,EEE,5.91,"React, Data Analysis, SQL, AWS",Not Placed,0.0,Not Placed,2024
STU0664,Student 0664,ME,8.1,"Excel, SQL, JavaScript, Machine Learning",Oracle,10.11,Placed,2025
STU0665,Student 0665,EEE,8.76,"Machine Learning, AWS",Not Placed,0.0,Not Placed,2022
STU0666,Student 0666,CSE,7.26,"Python, Excel, JavaScript, C++",Oracle,16.55,Placed,2024
STU0667,Student 0667,ECE,6.21,"Java, AutoCAD, Python, C++",Not Placed,0.0,Not Placed,2023
STU0668,Student 0668,CIVIL,9.69,"AWS, Data Analysis, Java, C++",Bosch,10.87,Placed,2023
STU0669,Student 0669,ISE,9.7,"Machine Learning, SQL",Microsoft,18.63,Placed,2026
STU0670,Student 0670,CSE,6.81,"AutoCAD, C++, SQL, Python",IBM,7.32,Placed,2022
STU0671,Student 0671,ISE,6.69,"SQL, AWS, Java",Not Placed,0.0,Not Placed,2022
STU0672,Student 0672,CSE,9.77,"Machine Learning, React",TCS,5.96,Placed,2026
STU0673,Student 0673,ISE,8.09,"C++, JavaScript, Data Analysis, Machine Learning",Microsoft,28.5,Placed,2024
STU0674,Student 0674,ME,6.07,"AutoCAD, Python, Machine Learning, Data Analysis",Amazon,12.28,Placed,2026
STU0675,Student 0675,ECE,9.22,"Excel, Python",Microsoft,18.31,Placed,2023
STU0676,Student 0676,EEE,5.79,"Python, Java",Not Placed,0.0,Not Placed,2025
STU0677,Student 0677,ISE,9.78,"Python, SQL, AWS, Machine Learning",Tech Mahindra,7.06,Placed,2026
STU0678,Student 0678,EEE,7.87,"AutoCAD, Python, AWS, C++",Amazon,19.85,Placed,2023
STU0679,Student 0679,ME,6.41,"Data Analysis, C++, JavaScript",Accenture,5.15,Placed,2025
STU0680,Student 0680,CIVIL,9.3,"SQL, C++, Machine Learning",TCS,8.53,Placed,2022
STU0681,Student 0681,EEE,9.1,"SQL, Excel, C++, Machine Learning",Infosys,4.82,Placed,2024
STU0682,Student 0682,ME,6.89,"SQL, JavaScript, C++, AWS",IBM,9.17,Placed,2026
STU0683,Student 0683,ISE,7.11,"SQL, JavaScript, AutoCAD",Not Placed,0.0,Not Placed,2023
STU0684,Student 0684,ISE,8.85,"C++, Excel, Machine Learning, AutoCAD",Not Placed,0.0,Not Placed,2026
STU0685,Student 0685,EEE,7.08,"Data Analysis, Excel",Bosch,9.37,Placed,2024
STU0686,Student 0686,ISE,9.9,"C++, Python",Google,33.13,Placed,2023
STU0687,Student 0687,CIVIL,9.97,"Data Analysis, AutoCAD, JavaScript",Microsoft,19.47,Placed,2023
STU0688,Student 0688,CSE,8.69,"SQL, C++, JavaScript",Oracle,14.26,Placed,2025
STU0689,Student 0689,CSE,7.14,JavaScript,Amazon,22.89,Placed,2024
STU0690,Student 0690,ISE,5.85,"Java, Python",Not Placed,0.0,Not Placed,2022
STU0691,Student 0691,CSE,7.48,"JavaScript, Java, Excel, Data Analysis",Not Placed,0.0,Not Placed,2022
STU0692,Student 0692,EEE,5.91,"Machine Learning, Data Analysis",Not Placed,0.0,Not Placed,2024
STU0693,Student 0693,ISE,7.52,"Excel, SQL, React, JavaScript",Capgemini,6.15,Placed,2024
STU0694,Student 0694,ECE,6.78,AutoCAD,Oracle,17.2,Placed,2023
STU0695,Student 0695,EEE,8.43,Python,Bosch,9.37,Placed,2026
STU0696,Student 0696,ISE,5.85,Python,Not Placed,0.0,Not Placed,2023
STU0697,Student 0697,ME,6.2,Java,Oracle,8.53,Placed,2026
STU0698,Student 0698,ECE,9.19,C++,IBM,8.15,Placed,2022
STU0699,Student 0699,CSE,8.46,"Python, C++",Not Placed,0.0,Not Placed,2023
STU0700,Student 0700,ISE,7.62,"AWS, Java, Python, Data Analysis",Not Placed,0.0,Not Placed,2023
STU0701,Student 0701,ME,7.94,"AWS, Excel, Data Analysis",Not Placed,0.0,Not Placed,2025
STU0702,Student 0702,ECE,7.75,"Data Analysis, React, Python",Not Placed,0.0,Not Placed,2023
STU0703,Student 0703,CSE,8.31,Python,Google,21.98,Placed,2025
STU0704,Student 0704,CIVIL,8.29,SQL,Tech Mahindra,7.17,Placed,2024
STU0705,Student 0705,EEE,5.82,"React, SQL",Not Placed,0.0,Not Placed,2024
STU0706,Student 0706,ISE,6.91,"React, Excel, C++",Not Placed,0.0,Not Placed,2023
STU0707,Student 0707,CIVIL,7.43,"Python, JavaScript, AWS",TCS,4.78,Placed,2024
STU0708,Student 0708,CIVIL,9.13,C++,Deloitte,13.91,Placed,2025
STU0709,Student 0709,EEE,5.86,"C++, SQL, Excel, AWS",Not Placed,0.0,Not Placed,2024
STU0710,Student 0710,ME,5.84,Machine Learning,Wipro,7.35,Placed,2022
STU0711,Student 0711,ISE,7.83,"AutoCAD, JavaScript, SQL, Machine Learning",Not Placed,0.0,Not Placed,2023
STU0712,Student 0712,EEE,8.8,Machine Learning,Not Placed,0.0,Not Placed,2026
STU0713,Student 0713,ME,9.83,"JavaScript, React, Excel, SQL",TCS,8.45,Placed,2026
STU0714,Student 0714,ECE,9.87,"AWS, Data Analysis, Excel",Not Placed,0.0,Not Placed,2022
STU0715,Student 0715,CSE,6.65,"Java, AutoCAD",Not Placed,0.0,Not Placed,2024
STU0716,Student 0716,ISE,6.19,"Excel, AWS",Not Placed,0.0,Not Placed,2024
STU0717,Student 0717,CIVIL,9.63,"Java, Excel, C++",Capgemini,5.16,Placed,2025
STU0718,Student 0718,ME,5.95,"Java, AWS, React",Not Placed,0.0,Not Placed,2024
STU0719,Student 0719,EEE,9.47,JavaScript,Not Placed,0.0,Not Placed,2025
STU0720,Student 0720,CSE,9.65,Java,Wipro,6.94,Placed,2025
STU0721,Student 0721,ME,6.65,"React, Data Analysis",Oracle,14.13,Placed,2022
STU0722,Student 0722,ME,6.03,"C++, Excel",Accenture,6.41,Placed,2025
STU0723,Student 0723,ISE,7.11,SQL,Tech Mahindra,7.66,Placed,2022
STU0724,Student 0724,ME,6.26,"Machine Learning, SQL, AutoCAD",Google,20.54,Placed,2023
STU0725,Student 0725,CSE,6.02,Java,Not Placed,0.0,Not Placed,2022
STU0726,Student 0726,CIVIL,8.99,"React, C++, Python",L&T,6.31,Placed,2023
STU0727,Student 0727,CSE,6.08,"Machine Learning, React, Data Analysis",Not Placed,0.0,Not Placed,2026
STU0728,Student 0728,EEE,6.28,JavaScript,Cognizant,6.45,Placed,2026
STU0729,Student 0729,CSE,5.86,"Python, SQL",Capgemini,4.56,Placed,2024
STU0730,Student 0730,CIVIL,8.78,Machine Learning,IBM,11.64,Placed,2026
STU0731,Student 0731,ME,5.83,"AWS, SQL, Python",Not Placed,0.0,Not Placed,2022
STU0732,Student 0732,EEE,6.98,"AutoCAD, AWS",Not Placed,0.0,Not Placed,2024
STU0733,Student 0733,ECE,5.93,"C++, React, JavaScript",Bosch,5.04,Placed,2025
STU0734,Student 0734,EEE,6.19,"AutoCAD, SQL, React, Java",Not Placed,0.0,Not Placed,2022
STU0735,Student 0735,CSE,8.74,"Excel, C++",Accenture,8.4,Placed,2022
STU0736,Student 0736,EEE,6.96,Java,Not Placed,0.0,Not Placed,2022
STU0737,Student 0737,ECE,7.08,"Data Analysis, C++",Wipro,4.91,Placed,2022
STU0738,Student 0738,ECE,6.41,Machine Learning,Not Placed,0.0,Not Placed,2023
STU0739,Student 0739,ECE,7.81,Machine Learning,Not Placed,0.0,Not Placed,2024
STU0740,Student 0740,CIVIL,9.12,"Machine Learning, AWS, Data Analysis",Cognizant,6.39,Placed,2023
STU0741,Student 0741,ME,9.19,Machine Learning,IBM,9.92,Placed,2026
STU0742,Student 0742,EEE,7.65,"JavaScript, Data Analysis, AWS",Google,34.25,Placed,2025
STU0743,Student 0743,EEE,9.97,Machine Learning,Amazon,17.45,Placed,2023
STU0744,Student 0744,ECE,7.35,Excel,Accenture,9.22,Placed,2026
STU0745,Student 0745,CIVIL,8.15,"Data Analysis, React, AutoCAD",Tech Mahindra,7.35,Placed,2024
STU0746,Student 0746,ME,7.73,"AutoCAD, JavaScript",Amazon,13.95,Placed,2022
STU0747,Student 0747,ME,9.76,"Data Analysis, Java",Bosch,10.35,Placed,2024
STU0748,Student 0748,ISE,9.02,"Data Analysis, Java",Amazon,15.58,Placed,2022
STU0749,Student 0749,ISE,8.39,AWS,Not Placed,0.0,Not Placed,2025
STU0750,Student 0750,CIVIL,8.64,"C++, AWS",Not Placed,0.0,Not Placed,2024
STU0751,Student 0751,CSE,7.57,React,L&T,7.52,Placed,2022
STU0752,Student 0752,CIVIL,9.91,Data Analysis,Not Placed,0.0,Not Placed,2024
STU0753,Student 0753,ECE,10.0,"C++, Machine Learning, SQL",Not Placed,0.0,Not Placed,2025
STU0754,Student 0754,EEE,9.93,"Excel, AWS, C++",Infosys,8.87,Placed,2026
STU0755,Student 0755,CSE,6.15,"Python, AWS, SQL",Not Placed,0.0,Not Placed,2026
STU0756,Student 0756,CIVIL,7.33,"JavaScript, AutoCAD, React",Cognizant,7.1,Placed,2023
STU0757,Student 0757,ECE,7.04,"AWS, Machine Learning",Cognizant,6.69,Placed,2024
STU0758,Student 0758,EEE,7.06,"JavaScript, Python, C++",L&T,6.51,Placed,2022
STU0759,Student 0759,ECE,6.95,"Data Analysis, JavaScript, Excel, C++",Deloitte,12.02,Placed,2024
STU0760,Student 0760,CIVIL,9.9,Python,Bosch,11.31,Placed,2026
STU0761,Student 0761,CIVIL,7.61,"Machine Learning, Java",IBM,7.61,Placed,2024
STU0762,Student 0762,EEE,7.23,"AutoCAD, React, Machine Learning, Data Analysis",Not Placed,0.0,Not Placed,2025
STU0763,Student 0763,EEE,9.42,JavaScript,TCS,5.23,Placed,2025
STU0764,Student 0764,ECE,7.52,AutoCAD,Bosch,9.96,Placed,2025
STU0765,Student 0765,EEE,8.23,"AutoCAD, Data Analysis, SQL",Capgemini,4.93,Placed,2022
STU0766,Student 0766,ISE,9.33,JavaScript,Amazon,20.39,Placed,2024
STU0767,Student 0767,ISE,6.11,"JavaScript, React, Java",Not Placed,0.0,Not Placed,2022
STU0768,Student 0768,ME,7.63,"Excel, React",IBM,8.83,Placed,2026
STU0769,Student 0769,ISE,7.57,"Data Analysis, Java, Excel",Not Placed,0.0,Not Placed,2024
STU0770,Student 0770,ECE,6.37,"AWS, AutoCAD, Excel, C++",Not Placed,0.0,Not Placed,2022
STU0771,Student 0771,CIVIL,7.56,"JavaScript, Excel, React, AutoCAD",Not Placed,0.0,Not Placed,2023
STU0772,Student 0772,ME,8.68,"JavaScript, Excel",Not Placed,0.0,Not Placed,2025
STU0773,Student 0773,ECE,8.64,"Machine Learning, React",Not Placed,0.0,Not Placed,2026
STU0774,Student 0774,ME,5.64,"AWS, Excel",Not Placed,0.0,Not Placed,2023
STU0775,Student 0775,EEE,8.42,"JavaScript, Java, Machine Learning, C++",Not Placed,0.0,Not Placed,2024
STU0776,Student 0776,EEE,5.81,"SQL, C++, Python",Not Placed,0.0,Not Placed,2026
STU0777,Student 0777,CSE,9.31,"Java, Excel, Data Analysis",Bosch,9.83,Placed,2022
STU0778,Student 0778,ISE,6.05,"Data Analysis, JavaScript, Python, SQL",Amazon,21.52,Placed,2024
STU0779,Student 0779,ME,8.86,"React, SQL, Excel",Google,19.24,Placed,2023
STU0780,Student 0780,EEE,9.99,"JavaScript, Machine Learning, AutoCAD, Data Analysis",Oracle,18.4,Placed,2024
STU0781,Student 0781,ECE,9.65,"Java, Data Analysis, Excel",IBM,7.42,Placed,2025
STU0782,Student 0782,ECE,8.84,"Data Analysis, JavaScript, Python, AWS",Microsoft,19.33,Placed,2025
STU0783,Student 0783,CIVIL,7.6,"Machine Learning, Java, SQL, JavaScript",TCS,4.18,Placed,2024
STU0784,Student 0784,ME,6.11,"Data Analysis, AutoCAD, AWS, JavaScript",Not Placed,0.0,Not Placed,2024
STU0785,Student 0785,EEE,7.76,"Data Analysis, C++",Deloitte,10.77,Placed,2026
STU0786,Student 0786,CIVIL,8.53,"Machine Learning, AutoCAD, C++",Infosys,6.82,Placed,2026
STU0787,Student 0787,ECE,9.09,"Data Analysis, SQL",Bosch,7.78,Placed,2025
STU0788,Student 0788,ME,5.83,"Data Analysis, Java, JavaScript, React",Cognizant,6.83,Placed,2023
STU0789,Student 0789,ME,7.85,"AWS, JavaScript, Data Analysis",Not Placed,0.0,Not Placed,2026
STU0790,Student 0790,CIVIL,5.62,"AutoCAD, AWS",Cognizant,5.63,Placed,2023
STU0791,Student 0791,EEE,8.77,"SQL, React",Infosys,5.36,Placed,2022
STU0792,Student 0792,EEE,5.62,JavaScript,Oracle,13.64,Placed,2026
STU0793,Student 0793,CSE,9.16,"JavaScript, Python, Data Analysis, AutoCAD",Infosys,5.8,Placed,2024
STU0794,Student 0794,CSE,8.97,"SQL, Java, Excel",IBM,8.97,Placed,2026
STU0795,Student 0795,CIVIL,6.76,"JavaScript, Excel, Python, AWS",Wipro,7.46,Placed,2024
STU0796,Student 0796,ISE,9.1,"AWS, Data Analysis",Not Placed,0.0,Not Placed,2025
STU0797,Student 0797,EEE,5.86,"SQL, C++",Capgemini,7.5,Placed,2024
STU0798,Student 0798,EEE,7.57,React,Not Placed,0.0,Not Placed,2026
STU0799,Student 0799,EEE,8.66,"Python, Machine Learning, Excel, AWS",Not Placed,0.0,Not Placed,2023
STU0800,Student 0800,CSE,6.82,"Python, Excel",Not Placed,0.0,Not Placed,2024
STU0801,Student 0801,ISE,8.47,"AutoCAD, SQL",Infosys,6.93,Placed,2022
STU0802,Student 0802,ECE,7.56,"Java, Python, Excel",Deloitte,13.74,Placed,2024
STU0803,Student 0803,ISE,7.56,Python,Not Placed,0.0,Not Placed,2022
STU0804,Student 0804,ECE,6.94,"Data Analysis, SQL",Not Placed,0.0,Not Placed,2024
STU0805,Student 0805,ISE,9.76,"React, Machine Learning",TCS,7.1,Placed,2023
STU0806,Student 0806,CSE,9.52,"Excel, Data Analysis",Cognizant,6.98,Placed,2025
STU0807,Student 0807,ECE,8.49,AutoCAD,Bosch,6.32,Placed,2024
STU0808,Student 0808,ME,7.45,"Excel, C++",Google,26.46,Placed,2024
STU0809,Student 0809,CSE,8.24,"Java, Excel",Not Placed,0.0,Not Placed,2025
STU0810,Student 0810,EEE,6.59,JavaScript,Not Placed,0.0,Not Placed,2022
STU0811,Student 0811,ME,5.8,"React, Data Analysis",Not Placed,0.0,Not Placed,2024
STU0812,Student 0812,EEE,8.91,Machine Learning,Bosch,10.87,Placed,2025
STU0813,Student 0813,CSE,9.27,Java,Deloitte,8.55,Placed,2022
STU0814,Student 0814,ECE,9.2,"AWS, Python, Excel, C++",Oracle,12.34,Placed,2025
STU0815,Student 0815,CSE,8.48,"Java, Python",Not Placed,0.0,Not Placed,2024
STU0816,Student 0816,ME,8.0,"C++, JavaScript",Not Placed,0.0,Not Placed,2023
STU0817,Student 0817,CSE,8.24,SQL,Bosch,10.4,Placed,2024
STU0818,Student 0818,ME,6.61,"Data Analysis, SQL",Deloitte,12.74,Placed,2025
STU0819,Student 0819,CSE,8.06,JavaScript,Infosys,6.7,Placed,2025
STU0820,Student 0820,EEE,7.38,"AWS, SQL, AutoCAD",Oracle,10.4,Placed,2025
STU0821,Student 0821,ECE,6.51,"AWS, Excel, Data Analysis, AutoCAD",Infosys,5.02,Placed,2024
STU0822,Student 0822,ISE,6.64,"Python, SQL, C++, Java",Google,20.42,Placed,2025
STU0823,Student 0823,ME,6.7,Python,Amazon,20.23,Placed,2025
STU0824,Student 0824,ISE,5.62,"C++, Data Analysis, JavaScript",Not Placed,0.0,Not Placed,2026
STU0825,Student 0825,CIVIL,6.73,React,Infosys,5.96,Placed,2024
STU0826,Student 0826,ISE,7.86,Java,Capgemini,7.44,Placed,2023
STU0827,Student 0827,ECE,5.82,"Data Analysis, Python, JavaScript",Not Placed,0.0,Not Placed,2025
STU0828,Student 0828,CSE,9.48,"C++, Machine Learning, Java, React",Accenture,9.4,Placed,2025
STU0829,Student 0829,EEE,8.96,"Java, AWS",Capgemini,7.6,Placed,2026
STU0830,Student 0830,ECE,5.69,Machine Learning,Infosys,7.79,Placed,2022
STU0831,Student 0831,ECE,9.6,"Java, Machine Learning, Excel, Python",Deloitte,10.39,Placed,2023
STU0832,Student 0832,CSE,9.71,"C++, JavaScript, Python",TCS,6.04,Placed,2023
STU0833,Student 0833,CSE,9.54,JavaScript,Infosys,8.21,Placed,2025
STU0834,Student 0834,ECE,9.32,"AWS, React",Accenture,8.65,Placed,2026
STU0835,Student 0835,CIVIL,9.88,"Python, SQL, Excel",Deloitte,12.07,Placed,2024
STU0836,Student 0836,ME,8.22,"SQL, Excel, Data Analysis, Python",Capgemini,4.46,Placed,2026
STU0837,Student 0837,ME,8.47,"C++, AWS",Microsoft,33.29,Placed,2026
STU0838,Student 0838,ISE,8.42,"AutoCAD, Data Analysis, AWS, React",Google,24.78,Placed,2024
STU0839,Student 0839,ISE,6.15,"Excel, AWS",Oracle,9.75,Placed,2023
STU0840,Student 0840,EEE,8.91,Data Analysis,Amazon,18.53,Placed,2024
STU0841,Student 0841,ECE,5.83,"AutoCAD, Machine Learning, Python",Bosch,7.59,Placed,2024
STU0842,Student 0842,ME,7.56,"Data Analysis, Excel, Java",Amazon,20.48,Placed,2023
STU0843,Student 0843,CIVIL,9.39,"Excel, SQL",Not Placed,0.0,Not Placed,2024
STU0844,Student 0844,ISE,8.95,"JavaScript, Java, C++",Infosys,7.09,Placed,2026
STU0845,Student 0845,EEE,7.97,"Data Analysis, Java, AWS, AutoCAD",Capgemini,4.95,Placed,2025
STU0846,Student 0846,CIVIL,9.7,"Python, AutoCAD, Data Analysis",IBM,10.12,Placed,2025
STU0847,Student 0847,ISE,7.07,"SQL, JavaScript, AutoCAD, Data Analysis",Not Placed,0.0,Not Placed,2026
STU0848,Student 0848,EEE,7.06,"Excel, Java, AutoCAD",Amazon,16.66,Placed,2022
STU0849,Student 0849,ME,8.76,Excel,Not Placed,0.0,Not Placed,2023
STU0850,Student 0850,CIVIL,9.51,"Excel, AWS, React, JavaScript",TCS,6.82,Placed,2023
STU0851,Student 0851,ME,8.04,"AWS, Python, C++",Tech Mahindra,5.7,Placed,2026
STU0852,Student 0852,ISE,5.82,AWS,Not Placed,0.0,Not Placed,2025
STU0853,Student 0853,EEE,6.59,"Excel, Data Analysis, C++, AutoCAD",Microsoft,26.52,Placed,2024
STU0854,Student 0854,ISE,7.71,"React, AWS, AutoCAD, Excel",Not Placed,0.0,Not Placed,2022
STU0855,Student 0855,ISE,9.26,"JavaScript, SQL, C++",Tech Mahindra,4.84,Placed,2022
STU0856,Student 0856,CIVIL,7.68,"AutoCAD, C++",Capgemini,5.53,Placed,2024
STU0857,Student 0857,ECE,9.69,"AutoCAD, JavaScript, Java, Python",Not Placed,0.0,Not Placed,2024
STU0858,Student 0858,ISE,6.51,"Python, C++",Deloitte,9.6,Placed,2025
